

doubt:
(1009, [(1, 2, 10), (4, 6, 9)], 2)

(12384, [(1, 6, 23), (2, 12, 22), (15, 16, 17)], 3)

(82278, [(3, 14, 43), (11, 19, 42), (16, 21, 41), (28, 29, 33)], 4)

(746992, [(4, 71, 73), (6, 51, 85), (8, 58, 82), (22, 38, 88), (25, 62, 79)], 5)

(5401404, [(9, 51, 174), (15, 117, 156), (21, 32, 175), (57, 60, 171), (71, 82, 165), (78, 91, 161)], 6)

(15685704, [(18, 38, 250), (57, 164, 223), (61, 83, 246), (82, 188, 204), (84, 180, 210), (122, 123, 229), (135, 160, 209)], 7)

(26936064, [(12, 100, 296), (36, 204, 264), (62, 219, 253), (67, 114, 293), (87, 225, 246), (108, 228, 240), (112, 212, 252), (138, 207, 249)], 8)

precise:

[36, (27, 8, 1)]
[1009, (729, 216, 64), (1000, 8, 1)]
[12384, (4913, 4096, 3375), (10648, 1728, 8), (12167, 216, 1)]
[82278, (35937, 24389, 21952), (68921, 9261, 4096), (74088, 6859, 1331), (79507, 2744, 27)]

all cubes:

(296297, [(8, 48, 57), (15, 35, 63), (16, 26, 65)], 3) ,
(296505, [(1, 45, 59), (13, 27, 65), (16, 17, 66)], 3) ,
(296640, [(12, 32, 64), (15, 49, 56), (36, 38, 58)], 3) ,
(299053, [(3, 51, 55), (32, 34, 61), (45, 46, 48)], 3) ,
(300357, [(11, 51, 55), (24, 29, 64), (37, 42, 56)], 3) ,
(300637, [(30, 36, 61), (33, 43, 57), (37, 38, 58)], 3) ,
(300663, [(10, 23, 66), (12, 47, 58), (31, 38, 60)], 3) ,
(301968, [(7, 30, 65), (32, 42, 58), (39, 49, 50)], 3) ,
(302840, [(5, 46, 59), (8, 40, 62), (24, 47, 57)], 3) ,
(304767, [(18, 47, 58), (28, 32, 63), (37, 41, 57)], 3) ,
(306405, [(4, 53, 54), (9, 17, 67), (32, 36, 61)], 3) ,
(307000, [(8, 43, 61), (25, 50, 55), (30, 40, 60)], 3) ,
(312759, [(7, 42, 62), (13, 33, 65), (24, 47, 58)], 3) ,
(315260, [(2, 53, 55), (11, 34, 65), (15, 29, 66)], 3) ,
(315981, [(9, 53, 55), (16, 29, 66), (30, 37, 62), (43, 47, 51)], 4) ,
(317843, [(2, 43, 62), (7, 35, 65), (17, 23, 67)], 3) ,
(318347, [(2, 26, 67), (8, 43, 62), (11, 38, 64)], 3) ,
(318618, [(8, 45, 61), (11, 31, 66), (27, 47, 58)], 3) ,
(318709, [(21, 28, 66), (27, 51, 55), (37, 48, 54)], 3) ,
(318744, [(6, 16, 68), (12, 38, 64), (19, 29, 66)], 3) ,
(319346, [(1, 17, 68), (15, 48, 59), (23, 27, 66)], 3) ,
(321112, [(10, 50, 58), (16, 38, 64), (45, 46, 51)], 3) ,
(323190, [(14, 27, 67), (21, 34, 65), (24, 39, 63)], 3) ,
(326971, [(19, 50, 58), (28, 35, 64), (37, 45, 57)], 3) ,
(328789, [(4, 6, 69), (13, 48, 60), (34, 52, 53)], 3) ,
(329454, [(1, 45, 62), (6, 9, 69), (23, 31, 66)], 3) ,
(329517, [(2, 10, 69), (4, 45, 62), (39, 47, 55)], 3) ,
(330453, [(6, 12, 69), (10, 45, 62), (13, 24, 68)], 3) ,
(330714, [(2, 13, 69), (7, 35, 66), (17, 52, 57)], 3) ,
(330840, [(10, 11, 69), (24, 38, 64), (32, 52, 54)], 3) ,
(331066, [(1, 41, 64), (8, 31, 67), (43, 44, 55)], 3) ,
(332632, [(3, 16, 69), (18, 34, 66), (41, 46, 55)], 3) ,
(334160, [(2, 36, 66), (6, 39, 65), (22, 44, 62)], 3) ,
(334368, [(3, 18, 69), (6, 36, 66), (28, 42, 62), (45, 48, 51)], 4) ,
(335672, [(2, 46, 62), (11, 18, 69), (12, 39, 65), (36, 47, 57)], 4) ,
(335728, [(2, 52, 58), (4, 46, 62), (13, 32, 67)], 3) ,
(335880, [(6, 46, 62), (8, 19, 69), (12, 36, 66)], 3) ,
(336916, [(6, 33, 67), (19, 25, 68), (31, 45, 60)], 3) ,
(338031, [(1, 51, 59), (11, 33, 67), (36, 50, 55)], 3) ,
(338976, [(14, 42, 64), (24, 29, 67), (43, 48, 53)], 3) ,
(339984, [(18, 36, 66), (31, 50, 57), (44, 46, 54)], 3) ,
(341405, [(9, 23, 69), (15, 51, 59), (29, 38, 64)], 3) ,
(341901, [(9, 45, 63), (14, 22, 69), (35, 51, 55)], 3) ,
(342721, [(4, 54, 57), (16, 40, 65), (23, 31, 67)], 3) ,
(343062, [(9, 24, 69), (17, 37, 66), (33, 45, 60)], 3) ,
(343720, [(20, 52, 58), (26, 40, 64), (31, 34, 65)], 3) ,
(346087, [(7, 14, 70), (16, 55, 56), (28, 42, 63)], 3) ,
(346429, [(16, 24, 69), (25, 47, 61), (34, 45, 60)], 3) ,
(347544, [(5, 36, 67), (6, 44, 64), (9, 39, 66)], 3) ,
(348200, [(2, 27, 69), (10, 32, 68), (18, 38, 66)], 3) ,
(348921, [(1, 48, 62), (9, 27, 69), (40, 41, 60)], 3) ,
(352899, [(1, 29, 69), (11, 55, 57), (21, 35, 67)], 3) ,
(352981, [(10, 50, 61), (22, 24, 69), (37, 40, 62)], 3) ,
(353016, [(16, 48, 62), (22, 38, 66), (40, 47, 57)], 3) ,
(353144, [(12, 37, 67), (30, 40, 64), (36, 43, 61)], 3) ,
(353296, [(3, 45, 64), (12, 55, 57), (26, 52, 58)], 3) ,
(355510, [(1, 30, 69), (7, 23, 70), (19, 51, 60)], 3) ,
(355636, [(1, 38, 67), (15, 21, 70), (35, 49, 58)], 3) ,
(357832, [(13, 38, 67), (16, 34, 68), (27, 37, 66)], 3) ,
(360109, [(1, 13, 71), (3, 39, 67), (29, 52, 58)], 3) ,
(363735, [(12, 16, 71), (23, 55, 57), (31, 39, 65)], 3) ,
(367947, [(13, 45, 65), (19, 36, 68), (41, 51, 55)], 3) ,
(371736, [(1, 24, 71), (19, 53, 60), (22, 36, 68)], 3) ,
(371799, [(4, 24, 71), (18, 47, 64), (23, 51, 61)], 3) ,
(372744, [(2, 48, 64), (4, 44, 66), (14, 30, 70)], 3) ,
(373085, [(11, 55, 59), (20, 37, 68), (26, 30, 69)], 3) ,
(373967, [(6, 39, 68), (20, 47, 64), (33, 51, 59)], 3) ,
(377658, [(4, 27, 71), (26, 39, 67), (29, 45, 64)], 3) ,
(378449, [(1, 47, 65), (17, 25, 71), (44, 49, 56)], 3) ,
(378512, [(4, 47, 65), (14, 32, 70), (18, 44, 66)], 3) ,
(384453, [(2, 54, 61), (18, 45, 66), (19, 27, 71)], 3) ,
(385344, [(8, 46, 66), (16, 20, 72), (32, 54, 58)], 3) ,
(386632, [(30, 51, 61), (34, 44, 64), (43, 45, 60)], 3) ,
(390788, [(6, 57, 59), (17, 35, 70), (23, 45, 66)], 3) ,
(392400, [(2, 15, 73), (8, 45, 67), (14, 36, 70), (32, 51, 61)], 4) ,
(393021, [(8, 40, 69), (13, 26, 72), (37, 38, 66)], 3) ,
(393056, [(5, 27, 72), (41, 42, 63), (48, 50, 54)], 3) ,
(393238, [(5, 16, 73), (9, 40, 69), (41, 46, 61)], 3) ,
(393947, [(2, 43, 68), (15, 57, 59), (20, 44, 67)], 3) ,
(394064, [(5, 43, 68), (6, 33, 71), (19, 53, 62)], 3) ,
(394668, [(9, 43, 68), (16, 57, 59), (31, 53, 60)], 3) ,
(397431, [(1, 41, 69), (6, 34, 71), (19, 57, 59)], 3) ,
(397720, [(18, 45, 67), (22, 24, 72), (28, 32, 70)], 3) ,
(398224, [(5, 46, 67), (15, 18, 73), (36, 55, 57)], 3) ,
(400113, [(17, 28, 72), (34, 56, 57), (49, 50, 54)], 3) ,
(400616, [(5, 58, 59), (10, 44, 68), (14, 38, 70)], 3) ,
(400707, [(6, 58, 59), (19, 33, 71), (48, 51, 54)], 3) ,
(402991, [(15, 44, 68), (23, 26, 72), (41, 53, 57)], 3) ,
(403040, [(1, 31, 72), (15, 22, 73), (46, 48, 58)], 3) ,
(404587, [(1, 47, 67), (16, 58, 59), (22, 43, 68)], 3) ,
(404650, [(2, 25, 73), (4, 47, 67), (28, 51, 63)], 3) ,
(404767, [(4, 55, 62), (5, 25, 73), (12, 31, 72)], 3) ,
(405296, [(2, 4, 74), (9, 36, 71), (44, 50, 58)], 3) ,
(405783, [(6, 7, 74), (14, 31, 72), (19, 53, 63)], 3) ,
(406288, [(4, 10, 74), (36, 51, 61), (37, 38, 67)], 3) ,
(406440, [(6, 10, 74), (22, 54, 62), (38, 55, 57)], 3) ,
(407016, [(4, 12, 74), (10, 32, 72), (18, 23, 73)], 3) ,
(410255, [(14, 54, 63), (23, 48, 66), (27, 57, 59)], 3) ,
(413496, [(10, 50, 66), (12, 46, 68), (37, 54, 59)], 3) ,
(415296, [(14, 34, 72), (15, 41, 70), (39, 49, 62)], 3) ,
(419635, [(1, 45, 69), (3, 54, 64), (38, 40, 67)], 3) ,
(420174, [(3, 51, 66), (20, 57, 61), (27, 58, 59)], 3) ,
(420363, [(6, 51, 66), (9, 45, 69), (31, 57, 59)], 3) ,
(420876, [(3, 25, 74), (9, 51, 66), (27, 57, 60), (28, 53, 63)], 4) ,
(422001, [(1, 5, 75), (6, 32, 73), (17, 42, 70)], 3) ,
(423522, [(1, 57, 62), (15, 51, 66), (23, 48, 67)], 3) ,
(423529, [(2, 57, 62), (3, 53, 65), (9, 26, 74)], 3) ,
(423935, [(9, 11, 75), (23, 46, 68), (47, 50, 58)], 3) ,
(424250, [(9, 57, 62), (19, 23, 74), (27, 36, 71)], 3) ,
(424521, [(10, 57, 62), (17, 54, 64), (34, 48, 65)], 3) ,
(425251, [(1, 15, 75), (14, 43, 70), (34, 44, 67)], 3) ,
(425277, [(3, 15, 75), (32, 40, 69), (36, 45, 66)], 3) ,
(425466, [(6, 15, 75), (8, 33, 73), (18, 45, 69)], 3) ,
(425592, [(24, 46, 68), (26, 43, 69), (36, 52, 62)], 3) ,
(426896, [(4, 41, 71), (15, 57, 62), (16, 26, 74)], 3) ,
(427006, [(17, 58, 61), (19, 51, 66), (31, 34, 71)], 3) ,
(429876, [(1, 20, 75), (33, 43, 68), (34, 57, 59)], 3) ,
(433089, [(9, 59, 61), (10, 54, 65), (27, 29, 73)], 3) ,
(433952, [(8, 58, 62), (12, 30, 74), (18, 38, 72), (23, 32, 73)], 4) ,
(435267, [(3, 57, 63), (14, 22, 75), (15, 35, 73)], 3) ,
(435456, [(6, 57, 63), (11, 45, 70), (15, 49, 68)], 3) ,
(436185, [(8, 36, 73), (16, 54, 65), (30, 33, 72)], 3) ,
(436428, [(9, 24, 75), (16, 47, 69), (33, 58, 59)], 3) ,
(437761, [(1, 56, 64), (7, 43, 71), (49, 50, 58)], 3) ,
(439487, [(24, 56, 63), (26, 40, 71), (46, 47, 62)], 3) ,
(439795, [(5, 37, 73), (16, 24, 75), (34, 58, 59)], 3) ,
(440523, [(6, 11, 76), (20, 22, 75), (33, 47, 67)], 3) ,
(441784, [(4, 14, 76), (21, 22, 75), (42, 49, 63)], 3) ,
(444816, [(2, 18, 76), (42, 56, 58), (44, 51, 61)], 3) ,
(445024, [(4, 54, 66), (6, 18, 76), (31, 52, 65)], 3) ,
(446291, [(3, 29, 75), (11, 54, 66), (19, 50, 68)], 3) ,
(446887, [(4, 47, 70), (9, 49, 69), (12, 58, 63)], 3) ,
(447021, [(21, 56, 64), (22, 53, 66), (31, 39, 71)], 3) ,
(447903, [(14, 58, 63), (15, 34, 74), (51, 53, 55)], 3) ,
(449065, [(9, 39, 73), (12, 57, 64), (25, 58, 62)], 3) ,
(449667, [(3, 53, 67), (11, 39, 73), (23, 25, 75), (38, 51, 64)], 4) ,
(451072, [(13, 30, 75), (16, 20, 76), (24, 40, 72), (34, 46, 68)], 4) ,
(451144, [(1, 23, 76), (37, 58, 59), (40, 50, 64)], 3) ,
(451170, [(3, 23, 76), (31, 59, 60), (33, 52, 65)], 3) ,
(452250, [(15, 30, 75), (17, 57, 64), (27, 39, 72)], 3) ,
(452880, [(5, 43, 72), (10, 36, 74), (44, 49, 63)], 3) ,
